case_id,ENSG00000141510.18 TP53,ENSG00000146648.19 EGFR,ENSG00000168702.18 LRP1B,ENSG00000133703.13 KRAS,ENSG00000116044.16 NFE2L2,ENSG00000147889.18 CDKN2A,ENSG00000101825.8 MXRA5,ENSG00000110628.16 SLC22A18,ENSG00000008226.20 DLEC1,ENSG00000141736.14 ERBB2,ENSG00000157764.14 BRAF,lung_cancer
58390e08-43b2-4517-b57c-ff899594e55a,37.2900,24.3390,0.0192,16.2298,66.6936,1.8807,70.6730,23.7006,1.7432,50.6218,3.6311,1
586ef291-7051-40be-80a1-8049e5433202,52.7548,42.0578,0.1013,21.4097,304.2486,23.0780,152.1015,15.7906,0.3196,76.0614,1.8931,1
58761a85-042b-49fc-a684-6eab1b757a3c,10.7806,53.2381,3.6185,20.8273,56.6988,4.7880,23.6470,8.5536,4.1948,81.2908,11.0306,1
58b3d72d-6cff-4c5c-9317-13d88cd17b79,37.9571,22.4923,0.0033,21.3139,115.6907,0.6625,34.7335,29.9107,0.1905,44.8210,2.6316,1
58b434ee-4ef7-45ca-a100-84f43a514697,18.0171,774.0687,0.0608,24.1710,41.6533,7.6123,122.7633,12.8036,0.8718,72.1342,13.4636,1
58dcd45a-714f-4a22-b367-813dd41829de,11.9542,6.3032,0.0365,19.5970,34.1434,0.6745,9.5045,16.1788,0.0662,20.0967,1.6106,1
593e91b8-cbcd-4dbf-95ed-9dce881a430b,28.2408,24.0631,0.0543,23.7749,92.7109,0.6576,23.7828,20.3864,31.1884,84.6723,3.8730,1
59966166-4dd0-4d21-9362-800fbd51f358,5.5014,18.3362,0.0715,31.1318,38.5180,2.8611,60.9629,10.9602,3.2276,72.4130,17.6760,1
59c2ec67-d198-4ac9-a3b7-c3ea1137baa9,24.5341,36.0216,0.3608,68.7907,77.6210,2.6428,54.3481,12.0472,1.4154,50.4937,32.6849,1
59d541c5-beca-4fe5-a846-0ffc65187583,17.6757,122.0574,0.1688,32.6327,71.7667,4.3447,47.5544,17.4454,2.3365,77.0321,14.1638,1
5a7bd024-3d92-4e64-86bd-b6eea34f6526,11.2099,33.0916,0.0000,25.5298,50.3471,17.1590,30.1122,24.5887,0.1356,47.8365,3.2106,1
5aa5951f-7d96-4fef-b437-e234153ab0a7,9.0647,87.0129,0.0834,49.6165,67.8116,1.3653,242.1500,5.9537,1.3723,46.4005,12.0843,1
5aab8bf3-ba86-47a0-ae03-d1f35cd5fa22,30.8803,53.0713,7.3364,33.3629,54.4214,0.7240,11.1536,10.7042,2.8675,55.4444,25.4782,1
5ae6a0f5-4613-450d-8be0-9a126f4eea1f,16.8741,57.3747,1.3075,26.1151,537.4977,16.4256,7.6054,23.9198,0.2046,59.9718,1.8058,1
5b67aca3-b93e-4b81-8e0c-9fde02203a35,15.5897,24.8597,0.0576,29.6792,61.2690,0.4313,24.1823,10.0094,2.2230,52.0600,12.4100,1
5b99d571-43d2-4d26-9a3b-0a299a0ce048,65.9803,249.8430,0.0059,27.6465,51.8422,4.2694,28.9288,53.5512,0.5002,64.9495,4.1103,1
5bb8ce26-770f-48cc-a481-466469d34073,24.1362,28.5919,0.1792,27.3527,184.6406,24.3794,53.6057,12.4696,0.3043,48.8393,3.6570,1
5bdc82d6-7854-4cc8-83da-10979c9ede05,25.1549,17.1883,0.2305,30.8361,55.2282,1.8711,121.3309,6.7594,3.0782,40.1017,10.8994,1
5be877e7-15a7-48e6-b05a-cb1dfa39aa25,30.4751,37.5156,0.2574,24.8426,111.9372,2.0731,64.6367,9.2846,29.6658,53.4949,4.4759,1
5bea52d9-2898-404f-ba71-ffc845d1b226,32.4649,65.9800,0.3294,72.6016,165.0530,86.8052,54.5847,13.2458,0.1472,28.3866,5.8789,1
5c245ac1-a5d7-4c07-8b74-fafba8fc9e5d,56.3848,69.2073,0.4309,38.3260,181.9747,25.2102,7.3497,15.0593,0.3476,119.3311,7.7943,1
5c32fbb8-55ee-4bc9-a0db-d8ac0b04bdc4,25.1490,49.9010,0.0000,40.4393,88.6024,22.1069,99.9539,30.5175,0.8845,47.5081,3.1372,1
5c3ec03d-d9eb-48e8-b132-5733dcf83131,57.4832,65.1767,0.0961,23.4948,277.6382,21.9429,44.4714,11.1121,0.2876,35.0576,3.8850,1
5caf3127-967f-4d07-b49d-7126728e2048,21.3492,68.1821,0.0000,10.9782,49.5164,0.6928,35.1919,25.9586,4.4733,107.5575,3.9241,1
5cd9753a-e3fd-4b7c-b62e-70636fd95d33,29.0664,65.4344,2.2242,33.2338,66.5957,9.3324,69.7200,4.6512,1.0350,19.1378,27.1955,1
5cdfbd13-9630-48a5-9f3e-6b17658e877a,8.3566,89.8133,1.8445,52.3736,378.7931,86.4612,97.4466,13.1091,0.6975,23.8002,7.0858,1
5cea4106-64fd-4d00-b978-d5ba676ded7b,16.3247,71.4620,0.1170,12.4269,63.4471,23.2961,44.5710,4.1625,0.1865,27.5938,2.4813,1
5d0e6235-fe18-4081-a8f3-51e21c282303,52.1131,140.7690,0.0188,26.8498,73.2873,9.3252,139.4731,6.3378,0.2729,27.8072,4.6696,1
5d4bca16-38fc-41c9-97c3-cab4c6e07cf2,11.9279,16.6313,0.8178,59.2745,185.2279,43.6378,29.0641,11.0315,24.8389,22.6985,5.7961,1
5d703777-b3db-4ed5-952b-203a5641767e,153.3711,41.0326,0.6854,32.5400,95.1613,0.5802,11.3470,3.7386,0.4165,64.3943,5.1400,1
5da11eb6-0570-43e8-bb80-05fbd75bb347,17.5047,27.6561,0.0475,85.9556,478.1574,0.4803,24.2573,16.6753,24.1400,54.8976,9.6180,1
5dad1e97-fad2-4865-90fd-baf08a0b0c53,7.3554,40.8352,0.4657,32.5748,390.1682,79.7926,4.1704,38.6144,0.1551,42.6370,3.2168,1
5db6d381-4369-4178-abee-2dea4a94f7aa,75.7056,104.1850,0.0420,34.4598,69.1141,8.3790,25.0046,3.7185,0.3637,27.1500,3.8355,1
5dd8168d-fe35-4a32-8520-1deaef953b10,75.1110,58.4984,0.0032,19.2736,87.1851,9.2182,80.2826,10.7526,0.4864,115.2668,5.0794,1
5ddf8f4a-edd8-4b97-8d4d-76655d9018c5,10.0711,38.8298,0.0413,74.8243,95.8666,9.9136,23.8049,27.1516,0.7131,104.9180,6.7070,1
5df6cdee-9f9e-4dfe-9f40-72727a9e0b15,44.3229,31.5218,0.4963,33.4330,225.7092,214.0664,36.9550,16.1596,1.8195,19.1411,2.5347,1
5dff30b4-5d48-45ca-aafd-3b11a76d2914,22.4659,154.3752,0.3251,33.7237,78.2311,55.1144,67.1940,11.4594,2.9570,99.3479,23.0657,1
5e19e9fb-6658-442f-a074-ab556962f63d,22.4799,95.8556,4.1547,23.9365,159.1789,32.0998,75.8564,5.0386,1.9919,26.0548,9.2632,1
5eacf248-c77f-45ee-b6df-a58e990b457c,13.5003,79.9958,1.2951,54.9231,67.2869,5.4187,18.4729,12.5313,3.5502,87.4365,15.6759,1
5eba9df8-a54a-46fc-ac89-d433c381d1f3,9.8713,44.2402,0.0396,24.4616,61.0703,4.7455,68.3588,2.6020,2.6084,14.9532,17.6777,1
5ecec8fc-845f-43cf-82c3-73dea85cc53c,35.5995,2.4010,0.0156,37.4624,81.8140,47.9143,33.2595,9.4197,0.8857,7.5745,9.8510,1
5ecf82a3-8658-4a64-a14c-fc5d1d6f56f8,38.5386,12.2350,0.0000,73.3687,85.8705,0.3883,115.4675,1.0094,0.0543,37.6233,5.7233,1
5edfb99b-ef38-4f97-a59b-efea8738442c,46.7316,26.6336,0.1034,24.3995,88.2844,1.3338,17.8198,11.5949,1.7728,88.3773,4.5180,1
5ee6778b-691d-4d5c-b338-92c9758c7591,22.8375,35.1495,1.8490,32.0875,62.9755,2.4580,11.6524,10.0068,4.8251,68.8026,18.6782,1
5eefc0d2-90b4-495f-803b-cfe9f158b980,45.0428,73.4684,0.0916,28.2917,122.8082,1.6963,28.1856,15.0317,55.1276,93.7153,6.8070,1
5ef157e9-bb3d-4214-a946-f5bc2bbf74b6,38.9717,50.9672,0.0000,31.9674,48.7160,4.1292,23.5874,32.6730,4.2940,144.0137,9.3451,1
5ef3c292-f498-452e-906c-b8ad23444831,10.2418,50.4441,0.2257,70.5704,83.7967,8.3130,29.2082,9.3197,4.1869,23.3494,32.3095,1
5f2d965a-25df-4736-a675-efeb59341a04,5.9175,65.9777,0.1493,31.2031,34.6101,2.7612,72.7594,5.8552,0.2928,33.9624,4.5653,1
5f4fa91b-489e-4ac9-b685-53952f77bd7a,31.0828,64.9020,0.0175,24.4118,58.1719,2.2346,171.4420,12.0836,0.6368,69.6407,5.6674,1
5f63feb9-405d-4fc9-8d4d-4a6aa642c4e1,6.0942,28.3667,3.5669,18.6568,125.7730,0.8182,37.5838,3.1812,12.4159,15.7430,11.4955,1
5f656efa-0043-40d4-9276-37971aaf7774,51.9162,84.3582,0.8739,40.9903,249.7280,24.9304,24.4781,11.3539,0.8845,69.4712,2.9468,1
5f9b0a2a-cc1c-464f-8c4e-534475e98fe5,14.9107,21.5711,0.3159,22.1853,40.6413,5.8469,120.0612,6.7909,0.5771,45.8204,8.1143,1
5fa5664e-daf5-4082-8d39-703a5d650e43,43.7064,33.7886,0.0058,16.7975,46.6365,54.4535,39.6842,10.2544,0.5447,61.4314,3.6173,1
5faf8a12-a2aa-44f1-b099-02106766ec94,15.3299,15.6852,0.5675,29.5706,97.0114,59.2676,10.1690,9.3003,1.5584,41.1865,5.1556,1
5fb9c871-c521-4253-ab5e-135d23b8230a,14.4731,28.4271,0.0098,13.7203,80.3133,0.6608,15.8636,4.6929,0.0128,13.2812,2.4033,1
5fc2465c-ea55-4197-87d2-a3822c8164ef,36.1972,10.2463,0.0192,144.8487,53.2089,1.0504,51.4141,54.4739,1.5906,78.6680,2.4180,1
601e1be4-db93-405e-96cf-1fd534af6ae2,16.1549,37.7780,0.5039,18.2115,228.6948,0.6112,27.0968,5.3936,4.9919,31.3150,13.4201,1
60477322-5657-495a-8ce3-4f806acd3dcb,72.8368,11.5631,0.0176,23.7156,54.3460,2.1290,5.4508,20.6589,2.4714,55.9451,2.9696,1
6050828b-0a01-44d5-993f-b9f7ef35a015,17.2050,21.2219,0.0095,16.4750,37.8660,15.5232,55.9500,10.7245,0.7351,62.5035,3.6931,1
61281e25-4a72-4567-b7d1-4ab5ce586235,44.8905,141.6925,0.0549,20.8052,87.0165,0.1455,52.4533,4.5893,0.0678,54.8129,2.0703,1
614afd6a-05ff-4914-896c-3ac4280e510d,14.3279,8.7448,0.0040,14.1314,37.1834,5.2417,14.1512,13.2298,0.2048,19.1452,0.6980,1
614cd2d9-e7f9-4247-a38f-f4ac8fd3b484,6.9745,103.7874,0.4162,31.3274,375.4265,0.1333,15.1853,11.8680,2.2807,48.8732,5.3523,1
615faed0-0fb6-417c-95ea-b4902fe179e8,7.1226,9.5767,9.1788,29.8551,41.7009,1.1972,36.8936,12.9128,1.1414,32.2377,8.8461,1
6170ecbe-9ede-4afe-b020-655a903d96aa,31.2763,66.6055,0.0030,52.8789,42.7266,40.2487,88.0140,9.8625,0.2086,22.3581,3.8776,1
61761914-373e-406f-8bd9-c4c77ca0a782,25.1040,91.2422,0.1147,26.5149,57.4087,2.1096,64.4406,5.9840,4.1687,76.1475,20.2523,1
61972b59-3834-4f86-b340-ee15b1a530ee,102.3840,84.3977,0.0053,28.8865,83.2238,9.7339,191.1158,8.1642,0.4713,42.7243,3.2984,1
61dc31d4-aebb-4094-adf8-7577a9f1f2ed,21.1187,99.6871,0.0624,42.6129,76.0728,1.1201,90.8709,20.7966,5.6021,83.3084,15.4768,1
61e08327-b344-426c-83f6-4669fa77c3d6,32.9539,119.5711,3.0791,26.3115,382.6461,0.1771,8.5247,14.4584,0.6752,57.1568,5.2111,1
6250fcd1-8327-4906-bdff-4d2c3d37e2b7,23.3000,23.3532,0.0589,50.5540,62.0543,1.1948,25.9963,5.9438,1.2080,74.4811,18.2881,1
62560d5c-0cae-4fc7-820a-9c1236eb2c80,30.2547,37.1472,0.0154,56.8812,66.2062,2.2546,131.6397,7.2129,0.4646,59.4709,3.6875,1
62b3b5dc-197f-4048-80c0-a6816dbc9c60,47.2696,55.9047,9.5431,130.9537,285.8979,35.4910,40.5751,6.6169,8.3877,26.6775,14.7346,1
62b65fcd-a4ec-4248-bacc-a624ec45690c,35.8976,287.2985,0.0384,33.5943,61.1952,17.5515,57.9100,10.3596,3.4110,60.4597,22.4483,1
62c0d1a5-7c0a-412a-bf02-af9240195b90,13.5636,40.1100,1.2344,23.8754,498.1561,31.5702,12.3386,6.6925,0.4708,13.0479,3.7196,1
62cdda72-a90e-49e7-9423-24540d696049,25.8786,10.0448,0.0063,39.0660,88.1014,13.9211,3.0071,15.5383,0.4606,95.7004,3.7655,1
635fa3ba-a336-4625-ab17-d57574283299,16.7231,29.1709,3.6758,15.2943,30.8005,3.4575,10.9561,9.4544,0.8449,30.9851,3.9806,1
63a884f4-0d20-4cb5-b485-72e066b6490f,10.9483,60.2454,0.7121,68.4512,77.6102,0.1566,30.8238,4.9180,0.7297,48.2270,5.4522,1
63f5b69e-2307-4be6-98e4-b0f57b6394d0,31.9800,36.5853,0.0290,17.1325,60.4211,5.0445,7.6896,63.5395,41.4360,94.6359,4.7078,1
64101504-305f-4c62-bc27-40493e3c9575,24.2183,28.4402,0.0159,16.0658,56.1870,2.6565,9.7838,18.3204,0.5409,51.4180,3.5863,1
648b0d02-f264-4d88-9997-baed8f000a60,65.3433,16.5297,0.1074,36.7640,57.6800,1.7779,6.9380,40.2181,3.5664,138.2002,5.5981,1
64c35a37-5b92-4e2e-831d-9bbe50401dd5,98.5170,177.3604,0.0172,26.6104,79.4566,57.6291,125.0279,46.2780,0.8174,91.0332,5.7170,1
64e6bbab-b624-4a47-ba2e-16e41f9de8fd,23.4997,143.7438,0.1914,36.2450,86.6883,4.9212,94.8136,6.9892,13.9858,81.4954,30.5076,1
64f6f88f-372d-46a3-8fd5-2c88464b9177,21.7215,5.3783,0.2353,34.8757,37.1932,61.9638,18.5290,11.3754,1.8069,27.8925,6.0778,1
6508912f-5f91-43e6-8e63-9233bf3e81eb,58.5984,60.8569,0.0141,26.8721,110.8456,2.4669,39.0840,19.4800,0.2562,102.2718,9.9414,1
6525f4e0-ba79-4576-89b3-df0ab6e45309,20.3152,25.6177,0.0000,36.7182,70.6954,2.3836,8.9705,45.3370,0.2761,393.9900,3.7732,1
656fd74d-49d8-40a5-8eb9-dac0fbe4ea2d,45.0759,74.3896,0.0105,23.8763,61.5938,0.7807,28.6590,57.2246,17.6931,62.3366,4.7376,1
6590155e-5fe1-460a-8ed3-a4d8516d55b2,17.7258,35.8575,0.0611,28.4192,164.9583,0.5915,188.4107,6.0834,0.1019,67.5069,6.9648,1
65b87b34-fca0-4ffe-853e-1edf2cee7bbe,4.8633,34.3273,1.2961,67.4221,117.4723,0.2456,30.8259,10.1633,1.7330,87.8320,15.0815,1
65b91a69-f98e-49b5-8f87-667dd0aeafdf,27.8994,13.7748,0.0727,26.2375,37.3978,3.7437,10.8629,29.5972,0.2405,89.2670,3.3267,1
65f6be62-f7a5-4251-9937-0f46a424822f,84.8573,34.7450,1.8206,43.4754,162.4141,24.7569,7.0823,26.7572,1.4011,56.8667,5.6638,1
65f85615-96a2-4b3c-ac05-ab67d0bf9e99,34.1429,26.6162,0.0055,17.6982,50.4075,5.5272,16.7827,19.3960,3.0904,55.1860,4.8834,1
6602a055-2305-48a2-9c54-8a29778c5644,44.7332,88.0587,0.0201,18.8685,199.2458,0.5583,76.4140,6.3956,0.5518,63.7088,3.5342,1
662efb10-1e34-43d3-a50f-9b57238bf3ef,19.0800,96.6364,0.0432,22.5398,56.9859,6.3226,60.6666,16.5175,1.8165,41.2951,13.4562,1
665a7af8-9c2d-4a31-9a22-da89fc7107b2,18.8002,35.2327,0.0000,17.4748,48.3805,9.8815,13.0966,13.7863,0.2601,48.9216,2.7999,1
6661360a-3532-4876-a994-580d1bba454e,46.6655,43.3690,0.1715,37.2170,431.4879,41.8276,32.9397,22.7206,1.4822,45.7774,3.4692,1
667a9066-debb-4f43-94f7-3277e66d8991,9.5708,45.9487,0.0060,23.7087,84.6594,1.5621,54.2516,7.6530,0.4578,59.0071,4.8997,1
668d7295-629a-496a-b525-b5b8157baf11,54.2933,32.7865,0.0000,23.9083,113.6450,9.6004,57.9689,27.2453,2.6454,150.8159,4.8623,1
669ce970-42a3-4797-bf9c-0de40a021bbf,60.9920,41.8357,0.0000,17.4658,95.9958,14.3046,6.7273,149.1975,0.9270,54.3259,2.7135,1
66a13830-5fa6-4603-92d8-1c804af2d51e,10.4909,71.1212,1.0372,79.5073,281.5718,23.4662,112.5165,8.4714,3.3632,49.9237,12.4151,1
66e79734-9053-4f61-9a32-bee376f5dab0,15.3788,5.6683,0.0077,33.3143,57.5994,1.1008,69.4834,7.3818,0.2564,36.5234,5.5608,1
67543f50-3821-4723-842d-3924b9a32142,18.2499,42.3078,0.0000,20.1080,75.3526,0.6436,4.0684,39.2863,1.0853,48.8904,3.3078,1
676b25a9-1156-4b4e-84ed-94d4d3b2250b,79.2553,80.7325,1.0548,62.5608,221.2020,0.1825,35.6459,16.3885,0.0992,29.6929,6.5050,1
67935f35-b7e3-43a5-bc79-db1b858f333f,23.2311,47.2050,0.0131,35.3981,37.0042,3.3703,25.6144,14.1613,0.6059,113.0591,19.2256,1
67a4e5b1-80d2-4258-974e-57c1dde303cb,36.5867,38.0884,0.0457,11.4402,53.3058,6.7143,159.0889,5.8330,0.1919,16.0118,1.9941,1
67ae97ce-21c6-43aa-bbfe-f6020d3ef254,23.7257,33.5073,0.0410,26.8011,49.0824,6.0967,49.6255,7.9311,3.1444,64.0701,10.8581,1
67cef8d6-bb60-4f32-b55e-4b0e32bc4b0d,12.0307,55.8263,0.1967,45.4304,316.0312,0.5337,45.1604,9.5822,3.3445,48.4511,6.0922,1
6855a406-c085-45c7-b789-981786f0c775,10.4346,26.3838,0.0214,14.4228,37.6250,1.0996,27.1432,14.3440,0.0932,53.2002,2.0767,1
6856eeab-2013-4450-a936-fd647bde89ae,91.9730,80.3711,0.7563,36.5174,717.2455,78.0545,181.7811,20.7599,2.4212,41.5371,5.4135,1
685ee5a5-2110-4756-a17b-aaf1b57c44ca,3.6554,120.3235,0.0698,54.3238,78.1400,1.5189,15.4838,6.7319,1.1300,100.0064,23.2889,1
6896f254-0a80-40de-a674-02685d335151,46.1856,93.4812,0.0515,27.4641,70.0036,14.7648,104.8325,2.4507,1.3972,62.3589,8.2162,1
68b00cb6-4335-4c64-a3e0-0c29ed574480,37.2848,14.2840,0.0081,23.3670,51.4549,0.8527,0.5001,6.7639,3.2899,94.7425,3.6136,1
692a5c89-8f1a-4e23-a490-b092c6bb37c5,40.0296,16.6602,0.3496,15.5889,100.0088,21.7873,206.2488,62.4555,0.3652,94.1020,5.0814,1
6938d1db-96a5-4250-9e5b-a13196bbaa67,88.5069,2203.7583,0.2573,31.6591,107.4705,50.4328,38.4443,9.0216,0.9021,82.8154,5.1972,1
6943fa12-3938-4d7e-a7c1-306202e4b7f5,28.3968,16.3002,0.0151,60.9514,54.9889,1.9589,12.1046,4.2818,0.6827,83.5330,16.5582,1
69537a05-0fdb-4e2b-8343-ae2169965aed,7.4609,7.1736,0.0315,48.4609,39.0257,3.8862,65.1452,5.8852,0.1237,37.9912,2.3195,1
69597166-3669-4a7a-a340-99e4c03b6679,9.3192,34.5908,0.0558,19.3947,55.1486,0.6424,46.9249,3.4094,0.6205,24.7170,7.7123,1
6959cbe9-3309-4580-baab-65e08e6be7bd,29.3358,46.4031,0.1589,37.4548,54.9042,1.6353,31.0635,5.0679,0.8659,38.9311,7.9093,1
69933ac8-e7a7-43b6-8231-2ecb35f88d52,29.5715,29.2191,3.9682,43.8884,178.1373,10.1037,82.5190,12.9361,0.5199,25.7707,4.7735,1
69a379e5-c8ba-43ed-b267-bad111c851fb,62.7025,92.0396,0.0074,31.8417,88.7845,28.7811,35.7414,14.5348,0.8033,169.1879,13.1021,1
69a48472-8e90-430f-b976-c729e44997f3,10.8156,193.4330,0.3542,29.5128,70.2233,4.9545,54.6776,19.7560,5.7153,97.7120,34.9304,1
69b1be88-cae1-4715-be96-a7cd684aa38d,61.9072,56.6609,0.5292,42.9023,429.8735,0.1419,4.7177,11.4345,6.0959,22.7488,3.4112,1
69e97c5b-4c8a-4710-a0f6-48ebfd917f5a,31.5489,61.1392,0.0000,30.9906,220.3400,7.1529,41.0019,2.1753,0.9050,18.1510,5.8375,1
69fdbfc4-16f0-40c4-8919-c4659c33ee2a,37.4391,316.1702,0.0095,48.0986,63.7766,17.9000,16.8462,46.7370,5.8829,132.2753,27.7490,1
6a1f7666-0c06-4d06-bfe9-5e3a4979a17f,13.2267,152.3600,0.0209,19.4001,60.9066,0.4556,79.6620,10.9904,1.1366,39.0693,5.6962,1
6ac6539b-76a3-4b1c-8da3-6d621308454a,55.8930,56.1717,0.0000,57.8544,79.7105,2.1861,5.7425,4.5041,1.2157,31.9327,6.4361,1
6b3887e7-fbf3-402a-bd2d-895ad964dfbe,91.7613,5.1453,8.5336,185.7611,313.3023,14.8372,35.5750,12.7705,6.3308,45.7089,9.6492,1
6b6751a5-2dad-4bb4-bfae-b2239770fad8,25.9210,39.5588,0.1032,48.9614,68.0789,15.2036,121.5026,26.5717,4.2412,138.4490,4.0068,1
6b8299fe-8b53-457a-9763-78175e3f8756,6.9607,1759.1805,3.2431,20.5495,152.4596,0.6880,102.4249,3.2574,1.1420,38.5956,9.3320,1
6babd1cf-b5e2-4a88-bcfa-b1a2da49f768,7.2285,538.4265,0.0475,24.8322,91.7011,9.6525,10.9320,5.6253,0.2080,15.6113,2.2971,1
6bbb0bd0-944b-40bb-bae6-a1b9b0bf63bb,37.6743,44.5691,0.0846,26.7514,201.8310,30.2109,89.5893,6.3766,0.2877,21.0228,5.7923,1
6bbda49d-46ff-4656-8be4-6f834f94af10,15.6244,58.3365,0.1582,23.4486,94.1436,5.7183,18.9923,7.5046,1.8405,57.1138,22.6694,1
6bd3e3d6-8769-4af1-93c3-df4f69d33802,21.9960,41.3248,4.4767,73.6623,46.5714,6.6037,5.3484,6.9421,0.6552,15.1117,7.2799,1
6bdd52ac-51c5-4f43-bf2c-95ee11367727,9.3221,483.4507,0.0321,37.0783,253.5485,17.4569,55.8870,11.8211,1.1521,48.0778,3.4094,1
6bec00ac-81d0-4f29-bb4d-99102992914c,35.2337,87.3749,0.0286,33.1316,116.2623,17.8273,41.4644,10.9465,3.7841,110.8099,11.2074,1
6bff99d4-8131-4e5f-8bc8-57bb4675d580,38.3198,106.3273,0.0059,28.7532,159.6968,20.2395,136.5984,13.0177,0.7122,56.8279,5.5381,1
6c254294-98e1-4df0-ae22-0c678095473c,105.6393,74.9547,0.0516,69.2472,379.5350,0.5015,66.1745,16.2031,1.0750,82.8585,9.4542,1
6c3c1183-9eda-4379-9a1d-feb4e0fb1f01,5.3417,40.4204,10.9380,23.1131,234.0498,18.3607,19.8683,8.6067,1.7886,34.4132,8.6909,1
6c663821-9d35-407b-bba3-73fd0aa31798,11.3338,40.3544,0.0557,35.1693,67.4562,1.7704,13.5360,6.1103,1.9167,51.1379,21.2199,1
6c66987a-38f6-4125-8ac1-aa55921fcc26,59.6122,23.2417,2.1570,33.7348,107.5759,92.8344,29.1927,19.6644,0.1526,137.3785,7.3247,1
6cb5b5a4-3ef8-4707-9a75-c1fe5f0fb24d,13.6339,4.4622,0.0267,20.5341,36.6941,13.1379,41.8864,9.8223,1.1521,56.6831,9.6423,1
6cd1e9df-084c-4c2c-8942-02b00614ffbc,15.5045,22.8327,0.0106,31.2396,45.4812,1.1416,106.3232,4.7877,1.1681,29.8433,7.0880,1
6cfe7a85-006a-4eec-88bf-c80bfdfc45f5,57.3603,31.5484,0.1197,22.0997,223.9383,0.9881,73.1772,7.8773,0.1879,22.7632,3.1191,1
6d0c282d-43d7-44fb-94e6-25771385e326,39.8417,15.7343,0.0181,45.4668,47.0153,0.7625,19.4843,13.5400,0.9434,62.2853,3.6040,1
6d233871-9022-4a62-b7b2-00f43f645421,59.6615,99.4626,1.6016,66.7056,334.8058,32.6511,77.1451,10.4313,0.1412,63.6023,8.2920,1
6d44fc31-0108-45d6-bfa9-e072347b10da,13.8778,44.5692,0.0565,36.2442,53.7271,13.0810,49.2438,6.5356,3.6570,74.9179,12.9860,1
6d4fb0ff-4a4a-4158-9d75-8765f4bc8500,65.1284,225.3621,0.9296,61.0789,156.9327,0.8128,852.1111,16.9909,3.6607,70.0027,20.0975,1
6d4fc521-df92-4d04-8118-d363ac31bfa8,17.9521,7.0810,0.0000,15.9495,67.6573,1.6709,11.3364,9.3260,0.4247,21.4703,1.8678,1
6d67e2bf-dedc-48eb-bab7-19fca3b84323,25.1931,68.2235,1.3847,28.6586,57.8003,23.7402,56.4893,4.3504,7.7024,15.3389,16.7242,1
6e3e2f0d-98d0-4f96-b1d9-b004f0500de9,27.3022,147.6677,0.2474,80.4206,73.1429,3.3087,43.5469,16.1776,3.5972,103.0390,26.5646,1
6e46c824-acbb-4ef1-9b07-f952f89526dc,57.2012,119.3691,0.0530,25.0731,219.3485,0.1487,14.5995,17.2603,0.3348,30.7022,7.9690,1
6e6328d3-251d-4b16-8990-2b43623a99c5,5.7375,15.6355,0.0000,22.2275,105.8324,0.4380,3.9918,11.5475,0.1587,31.0767,1.6862,1
6ed3a19f-af35-42c0-8961-3e228abc6b7f,51.1114,82.7349,0.0034,19.6653,155.3508,45.9376,32.7584,35.4485,0.3165,41.5534,4.4263,1
6f0aa705-a972-4ce4-b03b-12e7b63143c0,7.6447,42.9046,0.2038,38.9290,159.1214,0.7002,37.3633,2.4183,6.3134,17.1330,9.9407,1
6fb6e0b6-d575-470b-aa14-7e49c26a36c8,20.8732,41.9165,0.0917,31.6774,85.6954,24.5442,116.5526,13.7171,3.0104,48.4412,3.4696,1
6feef177-114c-4285-b242-481fe0aea551,20.9775,39.1165,0.0289,56.6905,69.1294,1.0801,40.8912,25.8003,1.3399,197.9803,4.7186,1
7049a382-73c5-4bc1-8fdb-99f75b45cb17,58.4013,51.0516,1.8370,72.4317,245.5721,193.5606,27.1482,33.2696,4.9788,38.2295,5.2137,1
7097d905-c693-4de3-bed7-0d3fdbbe3b37,64.5018,84.7014,0.3704,36.4002,385.2726,20.2176,22.9091,5.3567,0.2984,65.3265,6.6900,1
7181e057-0ec7-410b-b0fe-ff8de3d14d98,44.8707,28.4849,0.0248,32.2523,55.8320,8.7772,24.8843,44.3478,1.8854,153.1087,4.6039,1
71ac888b-0acc-4cfd-a21a-4c9ff8d06bf9,9.1867,2.1918,0.0000,25.9901,32.5450,55.5596,28.1574,11.5430,1.7132,88.3413,2.7712,1
723011d2-f18a-4ed3-b58e-2fe466755abe,13.5685,26.5144,0.1147,22.7195,63.4766,1.2075,87.1197,5.2165,2.8226,35.3477,10.4937,1
7234d469-f26f-463f-b5f3-e7bff3f883ca,79.5759,69.2954,1.7847,54.9099,117.2228,0.9232,283.4356,14.9899,1.5723,110.1372,15.1319,1
723a8c8e-03e4-4f77-9944-f0c4a42ec3ce,105.2895,95.8490,0.3391,37.3539,793.4534,20.9453,19.9452,15.9762,46.3878,70.5591,6.3820,1
7287d9fa-e48f-4de8-b7f0-a7af8c34fdf8,56.9407,798.0538,0.7086,32.9016,254.4599,8.3637,32.4206,7.8680,3.1262,33.4971,4.9241,1
72913c01-0d2a-4a08-b04c-b2149ca6ad37,37.3870,236.9557,0.0956,27.5133,158.0466,0.4563,123.8611,24.0216,3.5268,50.7909,5.7495,1
72d9c332-92e3-4f9c-899d-1de9969b1bd6,10.6532,87.5820,0.1052,26.8248,57.3702,0.3164,6.5337,34.5564,0.3950,45.0502,3.3483,1
